DATE,OPEN,HIGH,LOW,CLOSE
05/07/2018,15.320000,15.520000,14.510000,14.750000
05/08/2018,14.530000,15.560000,14.520000,14.710000
05/09/2018,14.540000,14.630000,13.380000,13.420000
05/10/2018,13.360000,13.630000,12.920000,13.230000
05/11/2018,13.220000,13.440000,12.650000,12.650000
05/14/2018,12.950000,13.280000,12.810000,12.930000
05/15/2018,13.130000,15.010000,12.500000,14.630000
05/16/2018,14.380000,14.910000,13.210000,13.420000
05/17/2018,13.540000,13.860000,12.650000,13.430000
05/18/2018,13.180000,13.870000,13.060000,13.420000
05/21/2018,13.440000,13.590000,12.780000,13.080000
05/22/2018,13.030000,13.420000,12.770000,13.220000
05/23/2018,13.500000,14.600000,12.490000,12.580000
05/24/2018,12.730000,14.240000,12.530000,12.530000
05/25/2018,12.440000,13.520000,12.290000,13.220000
05/29/2018,14.390000,18.780000,14.390000,17.020000
05/30/2018,16.600000,16.640000,14.650000,14.940000
05/31/2018,14.930000,16.290000,14.200000,15.430000
06/01/2018,14.920000,14.930000,13.370000,13.460000
06/04/2018,13.910000,13.910000,12.690000,12.740000
06/05/2018,12.910000,13.340000,12.300000,12.400000
06/06/2018,12.100000,12.560000,11.620000,11.640000
06/07/2018,11.660000,13.280000,11.220000,12.130000
06/08/2018,12.540000,13.310000,12.090000,12.180000
06/11/2018,12.520000,12.690000,12.140000,12.350000
06/12/2018,12.290000,12.600000,11.880000,12.340000
06/13/2018,12.130000,12.950000,11.980000,12.940000
06/14/2018,12.980000,13.070000,11.880000,12.120000
06/15/2018,12.190000,13.160000,11.930000,11.980000
06/18/2018,12.790000,13.740000,12.280000,12.310000
06/19/2018,14.610000,14.680000,13.210000,13.350000
06/20/2018,12.900000,13.020000,12.250000,12.790000
06/21/2018,12.540000,15.180000,12.180000,14.640000
06/22/2018,14.600000,14.600000,13.110000,13.770000
06/25/2018,15.070000,19.610000,14.560000,17.330000
06/26/2018,16.710000,17.540000,15.100000,15.920000
06/27/2018,16.520000,18.190000,14.760000,17.910000
06/28/2018,17.540000,18.990000,16.400000,16.850000
06/29/2018,15.730000,16.510000,14.660000,16.090000
07/02/2018,17.700000,18.080000,15.540000,15.600000
07/03/2018,15.370000,16.450000,14.680000,16.140000
07/05/2018,15.620000,16.220000,14.470000,14.970000
07/06/2018,14.990000,15.450000,13.340000,13.370000
07/09/2018,13.420000,13.450000,12.600000,12.690000
07/10/2018,12.520000,13.210000,11.930000,12.640000
07/11/2018,14.050000,14.150000,13.090000,13.630000
07/12/2018,13.070000,13.330000,12.420000,12.580000
07/13/2018,12.390000,12.970000,11.620000,12.180000
07/16/2018,12.460000,12.970000,12.130000,12.830000
07/17/2018,12.910000,13.180000,11.850000,12.060000
07/18/2018,11.870000,12.470000,11.440000,12.100000
07/19/2018,12.200000,13.090000,11.790000,12.870000
07/20/2018,13.000000,13.580000,12.490000,12.860000
07/23/2018,13.470000,13.550000,12.580000,12.620000
07/24/2018,12.610000,13.210000,11.660000,12.410000
07/25/2018,12.370000,12.820000,11.800000,12.290000
07/26/2018,12.450000,12.530000,11.780000,12.140000
07/27/2018,12.170000,14.260000,11.600000,13.030000
07/30/2018,13.630000,14.460000,12.980000,14.260000
07/31/2018,13.980000,14.120000,12.810000,12.830000
08/01/2018,13.090000,13.630000,12.450000,13.150000
08/02/2018,13.570000,14.530000,12.170000,12.190000
08/03/2018,12.430000,12.460000,11.070000,11.640000
08/06/2018,11.910000,12.150000,11.170000,11.270000
08/07/2018,11.120000,11.240000,10.520000,10.930000
08/08/2018,10.930000,11.180000,10.520000,10.850000
08/09/2018,10.940000,11.310000,10.170000,11.270000
08/10/2018,11.820000,13.820000,11.590000,13.160000
08/13/2018,14.500000,15.020000,12.950000,14.780000
08/14/2018,13.930000,14.220000,13.110000,13.310000
08/15/2018,13.520000,16.860000,13.440000,14.640000
08/16/2018,14.180000,14.360000,12.820000,13.450000
08/17/2018,13.180000,13.960000,12.400000,12.640000
08/20/2018,12.570000,12.790000,12.260000,12.490000
08/21/2018,12.470000,12.890000,12.090000,12.860000
08/22/2018,13.090000,13.290000,11.970000,12.250000
08/23/2018,12.030000,12.680000,11.650000,12.410000
08/24/2018,12.130000,12.170000,11.830000,11.990000
08/27/2018,12.370000,12.480000,12.020000,12.160000
08/28/2018,12.010000,12.500000,11.870000,12.500000
08/29/2018,12.340000,12.550000,12.090000,12.250000
08/30/2018,12.250000,13.950000,12.240000,13.530000
08/31/2018,13.540000,14.030000,12.820000,12.860000
09/04/2018,13.130000,14.350000,13.120000,13.160000
09/05/2018,13.690000,14.300000,13.230000,13.910000
09/06/2018,14.210000,15.410000,13.720000,14.650000
09/07/2018,14.720000,15.630000,14.310000,14.880000
09/10/2018,15.090000,15.200000,13.930000,14.160000
09/11/2018,13.960000,14.920000,13.210000,13.220000
09/12/2018,13.070000,13.860000,12.910000,13.140000
09/13/2018,12.910000,12.910000,12.300000,12.370000
09/14/2018,12.130000,13.150000,11.930000,12.070000
09/17/2018,12.720000,13.750000,12.320000,13.680000
09/18/2018,13.480000,13.480000,12.560000,12.790000
09/19/2018,12.610000,12.770000,11.660000,11.750000
09/20/2018,11.820000,11.960000,11.310000,11.800000
09/21/2018,11.760000,12.030000,11.100000,11.680000
09/24/2018,12.460000,12.920000,12.180000,12.200000
09/25/2018,12.280000,12.600000,11.800000,12.420000
09/26/2018,12.210000,13.130000,11.550000,12.890000
09/27/2018,12.770000,13.000000,11.940000,12.410000
09/28/2018,12.590000,13.220000,12.090000,12.120000
10/01/2018,11.990000,12.400000,11.570000,12.000000
10/02/2018,12.470000,12.690000,11.610000,12.050000
10/03/2018,11.660000,12.140000,11.340000,11.610000
10/04/2018,12.840000,15.840000,12.420000,14.220000
10/05/2018,14.290000,17.360000,11.720000,14.820000
10/08/2018,16.050000,18.380000,15.690000,15.690000
10/09/2018,16.120000,17.490000,15.270000,15.950000
10/10/2018,16.030000,22.960000,15.830000,22.960000
10/11/2018,23.070000,28.840000,20.650000,24.980000
10/12/2018,21.630000,26.800000,20.880000,21.310000
10/15/2018,21.970000,22.890000,19.470000,21.300000
10/16/2018,20.280000,20.560000,17.550000,17.620000
10/17/2018,17.060000,19.550000,17.060000,17.400000
10/18/2018,18.020000,21.570000,17.510000,20.060000
10/19/2018,19.240000,21.080000,18.390000,19.890000
10/22/2018,19.380000,20.890000,18.820000,19.640000
10/23/2018,22.180000,24.660000,20.180000,20.710000
10/24/2018,21.600000,26.380000,20.400000,25.230000
10/25/2018,24.780000,24.780000,22.060000,24.220000
10/26/2018,24.510000,27.520000,23.330000,24.160000
10/29/2018,24.480000,27.860000,22.010000,24.700000
10/30/2018,23.940000,25.550000,23.110000,23.350000
10/31/2018,22.720000,22.800000,20.390000,21.230000
11/01/2018,20.960000,21.210000,19.030000,19.340000
11/02/2018,18.520000,21.610000,18.050000,19.510000
11/05/2018,20.580000,20.870000,19.640000,19.960000
11/06/2018,19.840000,20.600000,19.690000,19.910000
11/07/2018,18.030000,18.050000,16.330000,16.360000
11/08/2018,16.180000,17.200000,16.090000,16.720000
11/09/2018,16.870000,18.410000,16.840000,17.360000
11/12/2018,17.260000,20.710000,17.250000,20.450000
11/13/2018,19.450000,21.250000,19.110000,20.020000
11/14/2018,20.520000,22.360000,19.300000,21.250000
11/15/2018,20.410000,22.970000,19.940000,19.980000
11/16/2018,20.040000,21.360000,18.100000,18.140000
11/19/2018,18.780000,20.990000,18.520000,20.100000
11/20/2018,20.760000,23.810000,20.370000,22.480000
11/21/2018,21.660000,22.310000,20.110000,20.800000
11/23/2018,21.230000,22.650000,20.650000,21.520000
11/26/2018,20.780000,20.800000,18.670000,18.900000
11/27/2018,19.410000,19.930000,18.700000,19.020000
11/28/2018,18.870000,19.380000,18.180000,18.490000
11/29/2018,18.650000,20.480000,18.590000,18.790000
11/30/2018,19.180000,19.910000,18.030000,18.070000
12/03/2018,16.040000,17.280000,15.940000,16.440000
12/04/2018,16.840000,21.940000,16.260000,20.740000
12/06/2018,23.530000,25.940000,20.940000,21.190000
12/07/2018,22.420000,24.710000,19.900000,23.230000
12/10/2018,23.950000,25.940000,22.500000,22.640000
12/11/2018,22.960000,23.600000,21.390000,21.760000
12/12/2018,21.910000,21.910000,20.500000,21.460000
12/13/2018,21.000000,21.570000,20.340000,20.650000
12/14/2018,21.570000,22.470000,20.950000,21.630000
12/17/2018,22.360000,25.880000,21.970000,24.520000
12/18/2018,24.680000,26.140000,23.640000,25.580000
12/19/2018,25.150000,26.640000,22.500000,25.580000
12/20/2018,26.090000,30.300000,24.680000,28.380000
12/21/2018,28.240000,31.350000,25.710000,30.110000
12/24/2018,29.290000,36.100000,29.160000,36.070000
12/26/2018,35.500000,36.200000,29.590000,30.410000
12/27/2018,31.200000,33.800000,29.660000,29.960000
12/28/2018,29.970000,31.050000,27.430000,28.340000
12/31/2018,27.590000,27.640000,25.330000,25.420000
01/02/2019,27.540000,28.530000,23.050000,23.220000
01/03/2019,25.680000,26.600000,24.050000,25.450000
01/04/2019,24.360000,24.480000,21.190000,21.380000
01/07/2019,22.060000,22.710000,20.910000,21.400000
01/08/2019,20.960000,22.030000,20.090000,20.470000
01/09/2019,20.440000,22.800000,19.480000,19.980000
01/10/2019,20.980000,21.320000,19.290000,19.500000
01/11/2019,19.680000,20.160000,18.120000,18.190000
01/14/2019,19.840000,20.270000,18.700000,19.070000
01/15/2019,18.530000,19.200000,17.980000,18.600000
01/16/2019,18.080000,19.040000,17.760000,19.040000
01/17/2019,19.510000,19.720000,17.850000,18.060000
01/18/2019,17.800000,18.180000,17.170000,17.800000
01/22/2019,18.530000,21.150000,18.200000,20.800000
01/23/2019,20.850000,22.020000,19.470000,19.520000
01/24/2019,19.690000,20.250000,18.630000,18.890000
01/25/2019,18.430000,18.460000,17.310000,17.420000
01/28/2019,18.560000,20.420000,18.420000,18.870000
01/29/2019,19.450000,19.930000,18.420000,19.130000
01/30/2019,19.150000,19.310000,17.540000,17.660000
01/31/2019,17.390000,17.720000,16.540000,16.570000
02/01/2019,16.630000,16.830000,16.080000,16.140000
02/04/2019,16.720000,16.730000,15.600000,15.730000
02/05/2019,15.790000,15.940000,15.040000,15.570000
02/06/2019,15.440000,15.870000,15.090000,15.380000
02/07/2019,15.660000,17.890000,15.510000,16.370000
02/08/2019,16.810000,17.630000,15.620000,15.720000
02/11/2019,16.170000,16.500000,15.340000,15.970000
02/12/2019,15.230000,15.650000,14.950000,15.430000
02/13/2019,15.460000,15.910000,15.000000,15.650000
02/14/2019,15.610000,17.270000,15.300000,16.220000
02/15/2019,16.820000,16.820000,14.790000,14.910000
02/19/2019,15.650000,16.160000,14.640000,14.880000
02/20/2019,14.920000,15.190000,13.990000,14.020000
02/21/2019,14.000000,15.170000,13.850000,14.460000
02/22/2019,14.460000,14.470000,13.510000,13.510000
02/25/2019,13.910000,14.900000,13.440000,14.850000
02/26/2019,15.160000,15.280000,14.520000,15.170000
02/27/2019,15.530000,16.170000,14.700000,14.700000
02/28/2019,15.170000,15.240000,14.390000,14.780000
03/01/2019,14.570000,14.840000,13.410000,13.570000
03/04/2019,13.770000,16.980000,13.380000,14.630000
03/05/2019,14.520000,15.390000,14.260000,14.740000
03/06/2019,14.910000,16.110000,14.740000,15.740000
03/07/2019,16.330000,17.810000,15.540000,16.590000
03/08/2019,17.380000,18.330000,16.020000,16.050000
03/11/2019,16.280000,16.430000,14.330000,14.330000
03/12/2019,13.970000,14.700000,13.610000,13.770000
03/13/2019,14.000000,14.050000,13.250000,13.410000
03/14/2019,13.350000,13.840000,13.160000,13.500000
03/15/2019,13.210000,13.280000,12.500000,12.880000
03/18/2019,13.130000,13.800000,13.000000,13.100000
03/19/2019,12.890000,13.770000,12.370000,13.560000
03/20/2019,13.540000,14.300000,13.050000,13.910000
03/21/2019,14.110000,14.560000,13.260000,13.630000
03/22/2019,13.770000,17.520000,13.620000,16.480000
03/25/2019,17.760000,17.850000,16.260000,16.330000
03/26/2019,16.220000,16.300000,14.670000,14.680000
03/27/2019,14.520000,16.710000,14.510000,15.150000
03/28/2019,15.380000,15.620000,14.410000,14.430000
03/29/2019,14.190000,14.430000,13.640000,13.710000
04/01/2019,13.900000,14.010000,13.320000,13.400000
04/02/2019,13.620000,13.680000,13.130000,13.360000
04/03/2019,13.060000,14.270000,12.850000,13.740000
04/04/2019,13.840000,14.030000,13.400000,13.580000
04/05/2019,13.460000,13.470000,12.170000,12.820000
04/08/2019,13.550000,13.770000,13.100000,13.180000
04/09/2019,13.460000,14.390000,13.310000,14.280000
04/10/2019,14.090000,14.290000,13.270000,13.300000
04/11/2019,13.370000,13.580000,12.910000,13.020000
04/12/2019,12.960000,12.960000,11.950000,12.010000
04/15/2019,12.460000,13.140000,12.240000,12.320000
04/16/2019,12.260000,12.470000,11.850000,12.180000
04/17/2019,12.120000,13.020000,11.030000,12.600000
04/18/2019,12.800000,13.120000,12.020000,12.090000
04/22/2019,13.210000,13.360000,12.380000,12.420000
04/23/2019,12.660000,12.690000,12.080000,12.280000
04/24/2019,12.530000,13.230000,12.260000,13.140000
04/25/2019,13.290000,14.300000,12.810000,13.250000
04/26/2019,13.440000,13.620000,12.490000,12.730000
04/29/2019,13.040000,13.270000,12.650000,13.110000
04/30/2019,13.110000,14.050000,12.880000,13.120000
05/01/2019,12.860000,14.830000,12.740000,14.800000
05/02/2019,14.350000,15.920000,13.800000,14.420000
05/03/2019,14.110000,14.150000,12.800000,12.870000
05/06/2019,12.890000,18.800000,12.890000,15.440000
05/07/2019,15.900000,21.840000,15.800000,19.320000
05/08/2019,18.950000,21.740000,18.290000,19.400000
05/09/2019,21.400000,23.380000,18.870000,19.100000
05/10/2019,18.790000,20.190000,15.570000,16.040000
05/13/2019,18.620000,21.320000,18.350000,20.550000
05/14/2019,19.400000,19.650000,17.450000,18.060000
05/15/2019,17.570000,19.150000,16.410000,16.440000
05/16/2019,16.690000,17.130000,15.160000,15.290000
05/17/2019,15.890000,16.810000,14.860000,15.960000
05/20/2019,15.880000,17.630000,15.460000,16.310000
05/21/2019,15.860000,16.220000,14.790000,14.950000
05/22/2019,15.060000,15.440000,14.420000,14.750000
05/23/2019,15.930000,18.050000,15.280000,16.920000
05/24/2019,16.340000,16.520000,15.520000,15.850000
05/28/2019,16.550000,17.700000,15.900000,17.500000
05/29/2019,18.550000,19.040000,17.620000,17.900000
05/30/2019,17.470000,18.110000,16.720000,17.300000
05/31/2019,19.050000,19.720000,18.010000,18.710000
06/03/2019,19.410000,19.750000,18.160000,18.860000
06/04/2019,18.740000,18.740000,16.970000,16.970000
06/05/2019,17.060000,17.490000,16.040000,16.090000
06/06/2019,16.250000,16.540000,15.360000,15.930000
06/07/2019,15.650000,16.440000,15.330000,16.300000
06/10/2019,16.300000,16.470000,15.840000,15.940000
06/11/2019,15.840000,16.700000,15.500000,15.990000
06/12/2019,16.260000,16.430000,15.780000,15.910000
06/13/2019,16.160000,16.210000,15.610000,15.820000
06/14/2019,16.000000,16.400000,15.210000,15.280000
06/17/2019,15.650000,15.760000,15.240000,15.350000
06/18/2019,14.890000,15.540000,14.620000,15.150000
06/19/2019,15.050000,15.710000,14.150000,14.330000
06/20/2019,14.040000,16.030000,13.190000,14.750000
06/21/2019,14.740000,15.480000,14.420000,15.400000
06/24/2019,15.460000,15.560000,15.230000,15.260000
06/25/2019,15.430000,16.680000,15.100000,16.280000
06/26/2019,16.100000,16.600000,15.470000,16.210000
06/27/2019,15.660000,16.400000,15.660000,15.820000
06/28/2019,15.700000,16.130000,15.080000,15.080000
07/01/2019,13.850000,14.640000,13.800000,14.060000
07/02/2019,14.160000,14.300000,12.900000,12.930000
07/03/2019,13.180000,13.190000,12.560000,12.570000
07/05/2019,13.000000,14.470000,12.040000,13.280000
07/08/2019,13.730000,14.440000,13.640000,13.960000
07/09/2019,14.470000,14.710000,13.990000,14.090000
07/10/2019,14.380000,14.690000,12.980000,13.030000
07/11/2019,13.010000,13.330000,12.390000,12.930000
07/12/2019,12.760000,12.820000,12.280000,12.390000
07/15/2019,12.580000,13.020000,12.490000,12.680000
07/16/2019,12.610000,13.140000,12.280000,12.860000
07/17/2019,12.620000,13.970000,12.240000,13.970000
07/18/2019,14.450000,14.500000,13.190000,13.530000
07/19/2019,13.310000,14.450000,13.090000,14.450000
07/22/2019,14.550000,14.700000,13.420000,13.530000
07/23/2019,13.420000,13.520000,12.550000,12.610000
07/24/2019,12.800000,13.100000,11.980000,12.070000
07/25/2019,12.240000,13.540000,11.690000,12.740000
07/26/2019,12.580000,12.720000,12.010000,12.160000
07/29/2019,12.150000,13.170000,12.150000,12.830000
07/30/2019,12.870000,14.180000,12.870000,13.940000
07/31/2019,13.830000,16.550000,13.460000,16.120000
08/01/2019,15.410000,19.460000,13.730000,17.870000
08/02/2019,17.690000,20.110000,17.040000,17.610000
08/05/2019,19.960000,24.810000,19.910000,24.590000
08/06/2019,22.290000,22.870000,19.770000,20.170000
08/07/2019,20.700000,23.670000,18.940000,19.490000
08/08/2019,19.360000,19.890000,16.820000,16.910000
08/09/2019,18.140000,19.440000,17.310000,17.970000
08/12/2019,17.870000,21.260000,17.770000,21.090000
08/13/2019,21.280000,21.640000,17.520000,17.520000
08/14/2019,17.810000,22.710000,17.750000,22.100000
08/15/2019,21.580000,24.100000,20.780000,21.180000
08/16/2019,20.480000,20.500000,18.410000,18.470000
08/19/2019,17.930000,18.220000,16.520000,16.880000
08/20/2019,16.780000,17.700000,16.450000,17.500000
08/21/2019,17.010000,17.040000,15.510000,15.800000
08/22/2019,16.120000,17.680000,15.630000,16.680000
08/23/2019,16.150000,21.070000,16.040000,19.870000
08/26/2019,20.340000,21.330000,19.060000,19.320000
08/27/2019,20.180000,21.040000,18.490000,20.310000
08/28/2019,20.550000,21.640000,19.100000,19.350000
08/29/2019,19.020000,19.200000,17.600000,17.880000
08/30/2019,17.940000,19.180000,17.090000,18.980000
09/03/2019,20.960000,21.150000,19.410000,19.660000
09/04/2019,18.230000,18.830000,17.260000,17.330000
09/05/2019,16.920000,17.050000,15.450000,16.270000
09/06/2019,15.920000,16.060000,14.910000,15.000000
09/09/2019,15.260000,16.130000,14.950000,15.270000
09/10/2019,15.530000,16.520000,15.110000,15.200000
09/11/2019,15.330000,15.520000,14.550000,14.610000
09/12/2019,14.690000,14.940000,13.850000,14.220000
09/13/2019,14.160000,14.310000,13.510000,13.740000
09/16/2019,14.890000,15.290000,14.500000,14.670000
09/17/2019,14.920000,15.030000,14.400000,14.440000
09/18/2019,14.610000,15.800000,13.800000,13.950000
09/19/2019,14.660000,14.660000,13.310000,14.050000
09/20/2019,13.940000,15.840000,13.350000,15.320000
09/23/2019,15.350000,16.000000,14.710000,14.910000
09/24/2019,14.770000,17.620000,14.330000,17.050000
09/25/2019,17.050000,18.450000,15.690000,15.960000
09/26/2019,16.230000,17.090000,15.350000,16.070000
09/27/2019,15.770000,18.690000,15.150000,17.220000
09/30/2019,17.230000,17.350000,16.200000,16.240000
10/01/2019,16.020000,18.620000,15.790000,18.560000
10/02/2019,18.750000,21.460000,18.750000,20.560000
10/03/2019,20.110000,21.440000,19.030000,19.120000
10/04/2019,19.420000,19.970000,16.970000,17.040000
10/07/2019,18.270000,18.520000,16.440000,17.860000
10/08/2019,17.610000,20.380000,17.420000,20.280000
10/09/2019,19.940000,20.000000,17.770000,18.640000
10/10/2019,19.280000,19.800000,17.560000,17.570000
10/11/2019,17.350000,17.440000,15.110000,15.580000
10/14/2019,15.660000,16.500000,14.510000,14.570000
10/15/2019,13.940000,14.430000,13.390000,13.540000
10/16/2019,13.940000,14.260000,13.600000,13.680000
10/17/2019,13.790000,14.180000,13.310000,13.790000
10/18/2019,14.200000,15.160000,13.780000,14.250000
10/21/2019,14.240000,14.630000,14.000000,14.000000
10/22/2019,13.990000,14.610000,13.700000,14.460000
10/23/2019,14.830000,15.120000,14.010000,14.010000
10/24/2019,13.980000,14.340000,13.400000,13.710000
10/25/2019,13.530000,13.790000,12.620000,12.650000
10/28/2019,13.010000,13.140000,12.660000,13.110000
10/29/2019,13.160000,13.520000,13.070000,13.200000
10/30/2019,13.230000,13.770000,12.270000,12.330000
10/31/2019,12.210000,13.950000,12.190000,13.220000
11/01/2019,12.990000,13.120000,12.250000,12.300000
11/04/2019,12.680000,13.130000,12.440000,12.830000
11/05/2019,12.850000,13.280000,12.250000,13.100000
11/06/2019,13.180000,13.390000,12.600000,12.620000
11/07/2019,12.590000,12.890000,12.260000,12.730000
11/08/2019,12.980000,13.050000,12.000000,12.070000
11/11/2019,13.150000,13.490000,12.660000,12.690000
11/12/2019,12.640000,13.100000,12.360000,12.680000
11/13/2019,12.910000,13.900000,12.880000,13.000000
11/14/2019,13.160000,13.810000,12.930000,13.050000
11/15/2019,12.950000,12.970000,11.920000,12.050000
11/18/2019,12.390000,13.100000,12.320000,12.460000
11/19/2019,12.330000,13.010000,12.160000,12.860000
11/20/2019,13.420000,14.170000,12.610000,12.780000
11/21/2019,13.350000,13.860000,12.490000,13.130000
11/22/2019,12.820000,13.250000,12.330000,12.340000
11/25/2019,12.510000,12.590000,11.730000,11.870000
11/26/2019,11.880000,12.040000,11.420000,11.540000
11/27/2019,11.550000,11.790000,11.440000,11.750000
11/29/2019,12.500000,12.830000,12.120000,12.620000
12/02/2019,12.690000,15.270000,12.550000,14.910000
12/03/2019,14.680000,17.990000,14.610000,15.960000
12/04/2019,16.380000,16.400000,14.120000,14.800000
12/05/2019,14.460000,15.370000,14.170000,14.520000
12/06/2019,14.370000,14.470000,13.190000,13.620000
12/09/2019,14.250000,16.070000,12.250000,15.860000
12/10/2019,15.800000,16.900000,14.930000,15.680000
12/11/2019,15.570000,15.970000,14.980000,14.990000
12/12/2019,14.940000,15.550000,13.600000,13.940000
12/13/2019,13.180000,14.350000,12.540000,12.630000
12/16/2019,12.470000,12.530000,11.710000,12.140000
12/17/2019,12.230000,12.470000,11.900000,12.290000
12/18/2019,12.240000,12.700000,11.930000,12.580000
12/19/2019,12.550000,12.780000,12.430000,12.500000
12/20/2019,12.550000,12.610000,12.040000,12.510000
12/23/2019,12.810000,12.900000,12.410000,12.610000
12/24/2019,12.650000,12.840000,12.560000,12.670000
12/26/2019,12.740000,12.750000,11.720000,12.650000
12/27/2019,12.610000,13.720000,11.890000,13.430000
12/30/2019,13.740000,15.140000,13.440000,14.820000
12/31/2019,14.840000,15.390000,13.750000,13.780000
01/02/2020,13.460000,13.720000,12.420000,12.470000
01/03/2020,15.010000,16.200000,13.130000,14.020000
01/06/2020,15.450000,16.390000,13.540000,13.850000
01/07/2020,13.840000,14.460000,13.390000,13.790000
01/08/2020,15.160000,15.240000,12.830000,13.450000
01/09/2020,12.950000,13.240000,12.530000,12.540000
01/10/2020,12.420000,12.870000,12.090000,12.560000
01/13/2020,12.840000,13.090000,12.320000,12.320000
01/14/2020,12.720000,13.820000,12.050000,12.390000
01/15/2020,12.790000,12.830000,11.950000,12.420000
01/16/2020,12.200000,12.420000,11.780000,12.320000
01/17/2020,12.210000,12.480000,11.750000,12.100000
01/21/2020,13.230000,13.330000,12.320000,12.850000
